traditional,simplified
偷儒憚事，無廉恥而嗜乎飲食，則可謂惡少者矣,偷儒惮事，无廉耻而嗜乎饮食，则可谓恶少者矣
厥土惟塗泥，厥田惟下中，厥賦上下,厥土惟涂泥，厥田惟下中，厥赋上下
城濮之役，王思之，故使止子玉曰：毋死,城濮之役，王思之，故使止子玉曰：毋死
,
故君子樂其發也,故君子乐其发也
,
主人受幣,主人受币
忌日必哀，稱諱如見親，祀之忠也,忌日必哀，称讳如见亲，祀之忠也
佛肸以中牟畔，子之往也，如之何,佛肸以中牟畔，子之往也，如之何
楚子使問諸周大史,楚子使问诸周大史
嗚呼,呜呼
,
敝邑有寶璧二雙，文馬二駟，請致之先生,敝邑有宝璧二双，文马二驷，请致之先生
君曰：余不女忍殺，宥女以遠,君曰：余不女忍杀，宥女以远
夫兵有大要，知謀物之不謀之不禁也，則得之矣,夫兵有大要，知谋物之不谋之不禁也，则得之矣
,
紂恐其畔，欲殺文王而滅周,纣恐其畔，欲杀文王而灭周
廋人掌十有二閑之政教，以阜馬、佚特、教駣、攻駒及祭馬祖、祭閑之先牧及執駒、散馬耳、圉馬,廋人掌十有二闲之政教，以阜马、佚特、教駣、攻驹及祭马祖、祭闲之先牧及执驹、散马耳、圉马
隆一而治，二而亂，自古及今，未有二隆爭重而能長久者,隆一而治，二而乱，自古及今，未有二隆争重而能长久者
此勝之一策也,此胜之一策也
其，緩辭也,其，缓辞也
天與,天与
及楚王之未入也，三晉相親相堅，出銳師以戍韓、梁西邊，楚王聞之，必不入秦，秦必怒而循攻楚，是秦禍不離楚,及楚王之未入也，三晋相亲相坚，出锐师以戍韩、梁西边，楚王闻之，必不入秦，秦必怒而循攻楚，是秦祸不离楚
,
是故擇師不可不慎也,是故择师不可不慎也
聞其殺齊管修也，而後入,闻其杀齐管修也，而后入
,
伯子曰：仲子亦猶行古之道也,伯子曰：仲子亦犹行古之道也
乃徐有說，以中直也,乃徐有说，以中直也
故其所得事者，未嘗爲賴也,故其所得事者，未尝为赖也
,
問之而信,问之而信
,
周人禘嚳而郊稷，祖文王而宗武王,周人禘喾而郊稷，祖文王而宗武王
公以告，管仲曰：君予之,公以告，管仲曰：君予之
不見離，一一不相盈，故離,不见离，一一不相盈，故离
君嚴則陽虎之罪不可失，此無救赦之實也，則誅陽虎，所以使羣臣忠也,君严则阳虎之罪不可失，此无救赦之实也，则诛阳虎，所以使群臣忠也
,
在父母舅姑之所，有命之，應唯敬對，進退、周旋慎齊，升降、出入、揖游，不敢噦、噫、嚏、咳、欠、伸、跛、,在父母舅姑之所，有命之，应唯敬对，进退、周旋慎齐，升降、出入、揖游，不敢哕、噫、嚏、咳、欠、伸、跛、
無比周，則公私分,无比周，则公私分
樹之榛栗，椅桐梓漆，爰伐琴瑟,树之榛栗，椅桐梓漆，爰伐琴瑟
忽奔走以先後兮，及前王之踵武,忽奔走以先后兮，及前王之踵武
外災不書，此何以書,外灾不书，此何以书
靈王、景王克終其世,灵王、景王克终其世
是故鬼神守其幽，日月星辰行其紀,是故鬼神守其幽，日月星辰行其纪
,
齊人執衛行人北宫結，以侵衛,齐人执卫行人北宫结，以侵卫
,
徙舉相攻而敵退，是將威也,徙举相攻而敌退，是将威也
,
篤生武王，保右命爾，燮伐大商,笃生武王，保右命尔，燮伐大商
其云益乎,其云益乎
君子曰：讓，禮之主也,君子曰：让，礼之主也
,
此無佗故也，湯、武之定取捨審，而秦王之定取捨不審也,此无佗故也，汤、武之定取舍审，而秦王之定取舍不审也
而君之倉廩實，府庫充，有司莫以告,而君之仓廪实，府库充，有司莫以告
君於大夫，三問其疾，三臨其喪,君于大夫，三问其疾，三临其丧
夫春氣發而百草生，正得秋而萬寶成,夫春气发而百草生，正得秋而万宝成
對曰：夫子之家事治，言於晉國無隱情，其祝史陳信於鬼神無愧辭,对曰：夫子之家事治，言于晋国无隐情，其祝史陈信于鬼神无愧辞
,
,
爾大夫，大夫皆少進,尔大夫，大夫皆少进
或謂韓相國曰：人之所以善扁鵲者，爲有臃腫也,或谓韩相国曰：人之所以善扁鹊者，为有臃肿也
齊侯、衛侯、鄭伯如晉，朝嗣君也,齐侯、卫侯、郑伯如晋，朝嗣君也
,
此謂仁德,此谓仁德
諸侯之參盟於是始，故謹而日之也,诸侯之参盟于是始，故谨而日之也
交善，周君必以爲公功,交善，周君必以为公功
六五，賁于丘園，束帛戔戔,六五，贲于丘园，束帛戋戋
大喪，飾遣車，遂廞之，行之,大丧，饰遣车，遂𫷷之，行之
明王昭天信人，以度功地以利之，使信人畏天，則度至于極,明王昭天信人，以度功地以利之，使信人畏天，则度至于极
,
投入者，則司射坐而釋一算焉,投入者，则司射坐而释一算焉
此其變名物也，如天如地，故先王曰道,此其变名物也，如天如地，故先王曰道
左右惡張儀，曰：儀事先王不忠,左右恶张仪，曰：仪事先王不忠
兵甲器械，欲其利也,兵甲器械，欲其利也
一曰：子產相鄭，簡公謂子產曰：飲酒不樂也,一曰：子产相郑，简公谓子产曰：饮酒不乐也
,
亂必有弟,乱必有弟
仁人無敵於天下，以至仁伐至不仁，而何其血之流杵也,仁人无敌于天下，以至仁伐至不仁，而何其血之流杵也
及授兵，從司馬之灋以頒之,及授兵，从司马之法以颁之
,
,
吾三臣者之不能居公室也，四方莫不聞矣,吾三臣者之不能居公室也，四方莫不闻矣
三月，公會晉侯、宋公、衛侯、鄭伯、曹伯、莒子、邾婁子、薛伯、杞伯、小邾婁子于湨梁,三月，公会晋侯、宋公、卫侯、郑伯、曹伯、莒子、邾娄子、薛伯、杞伯、小邾娄子于湨梁
管子曰：請立幣,管子曰：请立币
鄰國相望，雞狗之音相聞，民至老死而不相往來,邻国相望，鸡狗之音相闻，民至老死而不相往来
晉侯始入而教其民，二年，欲用之,晋侯始入而教其民，二年，欲用之
,
魯人有周豐也者，哀公執摯請見之，而曰不可,鲁人有周丰也者，哀公执挚请见之，而曰不可
天子於是休獵，於是食苦,天子于是休猎，于是食苦
,
故曰：將欲取之，必固與之,故曰：将欲取之，必固与之
上介朝服、三介問下大夫,上介朝服、三介问下大夫
,
曰：何如斯可謂之鄉原矣,曰：何如斯可谓之乡原矣
王自聽計，計不勝聽，罷食後，復坐，不復暮食矣,王自听计，计不胜听，罢食后，复坐，不复暮食矣
,
故曰：方而不割，廉而不劌，直而不肆，光而不耀,故曰：方而不割，廉而不刿，直而不肆，光而不耀
其妻曰：無客,其妻曰：无客
還，爲太子城曲沃，賜趙夙耿，賜畢萬魏，以爲大夫,还，为太子城曲沃，赐赵夙耿，赐毕万魏，以为大夫
凡爲治必先定分：君臣父子夫婦,凡为治必先定分：君臣父子夫妇
欒盈奔曲沃,栾盈奔曲沃
舜、禹猶若困，而況俗主乎,舜、禹犹若困，而况俗主乎
《象》曰：迷復之凶，反君道也,《象》曰：迷复之凶，反君道也
,
齊、魏得地葆利，而詳事下吏，一年之後，爲帝若未能，於以禁王之爲帝有餘,齐、魏得地葆利，而详事下吏，一年之后，为帝若未能，于以禁王之为帝有余
用者何,用者何
欲治其法而難變其故者，民亂不可幾而治也,欲治其法而难变其故者，民乱不可几而治也
弔喪弗能賻，不問其所費,吊丧弗能赙，不问其所费
,
成風尊也,成风尊也
七十以上，三日一問,七十以上，三日一问
,
對曰：公家之利，知無不爲，忠也,对曰：公家之利，知无不为，忠也
,
事中君者，有諫爭，無諂諛,事中君者，有谏争，无谄谀
諸侯歸之,诸侯归之
耳目者，視聽之官也,耳目者，视听之官也
,
今漁父杖挐逆立，而夫子曲要磬折，言拜而應，得无太甚乎,今渔父杖挐逆立，而夫子曲要磬折，言拜而应，得无太甚乎
且燕亡國之餘也，其以權立，以重外，以事貴,且燕亡国之余也，其以权立，以重外，以事贵
二年春，宋督攻孔氏，殺孔父而取其妻,二年春，宋督攻孔氏，杀孔父而取其妻
其曰陳人之婦，略之也,其曰陈人之妇，略之也
君子食於道，則上尊而民順,君子食于道，则上尊而民顺
其在車，則左執轡，右受爵，祭左右軌、范，乃飲,其在车，则左执辔，右受爵，祭左右轨、范，乃饮
末言爾,末言尔
故大罪有五，殺人爲下,故大罪有五，杀人为下
王方爲太子之時，辨謂靜郭君曰：太子之不仁，過頤豕視，若是者倍反,王方为太子之时，辨谓静郭君曰：太子之不仁，过颐豕视，若是者倍反
何譏爾,何讥尔
小雪之日，虹藏不見,小雪之日，虹藏不见
,
子木曰：不可,子木曰：不可
君母在則不敢不從服，君母不在則不服,君母在则不敢不从服，君母不在则不服
君有山海之財，而民用不足者，皆以其事業交接於上者也,君有山海之财，而民用不足者，皆以其事业交接于上者也
發國功謀，齊戒必敬，會時必節,发国功谋，齐戒必敬，会时必节
如彼飛蟲，時亦弋獲,如彼飞虫，时亦弋获
名實當則治，不當則亂,名实当则治，不当则乱
公孫丑問曰：仕而不受祿，古之道乎,公孙丑问曰：仕而不受禄，古之道乎
帝曰：棄，黎民阻飢，汝后稷，播時百穀,帝曰：弃，黎民阻饥，汝后稷，播时百谷
案兵而勿出，可以德東周，西周之寶可盡矣,案兵而勿出，可以德东周，西周之宝可尽矣
見龍在田，時舍也,见龙在田，时舍也
賓許諾,宾许诺
春之德風，風不信，其華不盛，華不盛，則果實不生,春之德风，风不信，其华不盛，华不盛，则果实不生
,
五國伐秦，無功而還,五国伐秦，无功而还
一曰辭聽，二曰色聽，三曰氣聽，四曰耳聽，五曰目聽,一曰辞听，二曰色听，三曰气听，四曰耳听，五曰目听
天子之哭諸侯也，爵弁絰䊷衣,天子之哭诸侯也，爵弁绖䌶衣
魏武侯與諸大夫浮於西河，稱曰：河山之險，豈不亦信固哉,魏武侯与诸大夫浮于西河，称曰：河山之险，岂不亦信固哉
宛之無已，應,宛之无已，应
曰：大者親戚墳墓之所在也，田宅富厚足居也,曰：大者亲戚坟墓之所在也，田宅富厚足居也
其哀，禮也,其哀，礼也
鳥獸成，水蟲孕，水虞於是禁罝罜䍡，設阱鄂，以實廟庖，畜功用也,鸟兽成，水虫孕，水虞于是禁罝罜䍡，设阱鄂，以实庙庖，畜功用也
曰：滔滔者天下皆是也，而誰以易之,曰：滔滔者天下皆是也，而谁以易之
今大冶鑄金，金踴躍曰我且必爲鏌鋣，大冶必以爲不祥之金,今大冶铸金，金踊跃曰我且必为镆铘，大冶必以为不祥之金
,
欲無獲民，將焉辟之,欲无获民，将焉辟之
過在下，人君不廉而變，則暴人不勝，邪亂不止,过在下，人君不廉而变，则暴人不胜，邪乱不止
卦者在左,卦者在左
,
公至自晉,公至自晋
若楚王入，秦見三晉之大合而堅也，必不出楚王，即多割，是秦禍不離楚也，有利於三晉,若楚王入，秦见三晋之大合而坚也，必不出楚王，即多割，是秦祸不离楚也，有利于三晋
子常朝，見蔡侯之徒，命有司曰：君之久也，官不共也,子常朝，见蔡侯之徒，命有司曰：君之久也，官不共也
,
曷爲不言及成風,曷为不言及成风
生十殺一者物十重，生一殺十者物頓空,生十杀一者物十重，生一杀十者物顿空
無羞惡之心，非人也,无羞恶之心，非人也
柄尺不跪，是謂貳紀,柄尺不跪，是谓贰纪
《象》曰：舍車而徒，義弗乘也,《象》曰：舍车而徒，义弗乘也
寒露之日，鴻雁來賓,寒露之日，鸿雁来宾
潘壽謂燕王曰：王不如以國讓子之,潘寿谓燕王曰：王不如以国让子之
,
晉侯送女于邢丘,晋侯送女于邢丘
貶之也,贬之也
,
均伯勤勞而無攜，攜則不和,均伯勤劳而无携，携则不和
天子乃奏廣樂,天子乃奏广乐
曰：生以養周公，死以爲周公主,曰：生以养周公，死以为周公主
夏，公會尹子、單子、晉侯、齊侯、宋公、衛侯、曹伯、邾婁人伐鄭,夏，公会尹子、单子、晋侯、齐侯、宋公、卫侯、曹伯、邾娄人伐郑
故有術之國，去言而任法,故有术之国，去言而任法
孫叔曰：進之,孙叔曰：进之
城郭高，溝洫深，則民力罷矣,城郭高，沟洫深，则民力罢矣
,
此所謂然與,此所谓然与
,
魯侯戾止，在泮飲酒，既飲旨酒，永錫難老,鲁侯戾止，在泮饮酒，既饮旨酒，永锡难老
,
南遺使國人助豎牛以攻諸大庫之庭，司宮射之，中目而死,南遗使国人助竖牛以攻诸大库之庭，司宫射之，中目而死
桀紂幽厲，皆人主之害天下者也，故身困傷而子孫蒙其禍,桀纣幽厉，皆人主之害天下者也，故身困伤而子孙蒙其祸
敷奏其勇,敷奏其勇
至之日也,至之日也
凡邦之弔事，掌其戒令，與其幣器財用凡所共者,凡邦之吊事，掌其戒令，与其币器财用凡所共者
尸荅拜,尸荅拜
男主必使同姓，婦主必使異姓,男主必使同姓，妇主必使异姓
赫赫師尹，不平謂何,赫赫师尹，不平谓何
故國有禮，官有御，事有職，禮有序,故国有礼，官有御，事有职，礼有序
請以見，不許,请以见，不许
