段落,小句,内容
3.5,36,東以強齊燕，中陵三晉，然則是一舉而伯王之名可成也，四隣諸侯可朝也
3.5,37,而謀臣不爲，引軍而退，與魏氏和，令魏氏收亡國，聚散民，立社主，置宗廟，此固已無伯王之道二矣
3.5,38,前者穰侯之治秦也，用一國之兵，而欲以成兩國之功
3.5,39,是故兵終身暴靈於外，士民潞病於內，伯王之名不成，此固已無伯王之道三矣
3.5,40,直
3.5,41, 趙氏，中央之國也，雜民之所居也
3.5,42,其民輕而難用，號令不治，賞罰不信，地形不便，上非能盡其民力
3.5,43,彼固亡國之形也，而不憂民氓，悉其士民，軍於長平之下，以爭韓之上黨，大王以詐破之，拔武安
3.5,44,當是時，趙氏上下不相親也，貴賤不相信，然則是邯鄲不守，拔邯鄲，完河間，引軍而去，西攻脩武，踰羊腸，降代上黨
3.5,45,代三十六縣，上黨十七縣，不用一領甲，不苦一民，皆秦之有也
3.5,46,代上黨不戰而已爲秦矣，東陽河外不戰而已反爲齊矣，中呼池以北不戰而已爲燕矣
3.5,47,然則是舉趙則韓必亡，韓亡則荆魏不能獨立
3.5,48,荆魏不能獨立，則是一舉而壞韓，蠹魏，挾荆，以東弱齊燕，决白馬之口，以流魏氏
3.5,49,一舉而三晉亡，從者敗
3.5,50,大王拱手以須，天下徧隨而伏，伯王之名可成也
3.5,51,而謀臣不爲，引軍而退，與趙氏爲和
3.5,52,以大王之明，秦兵之強，伯王之業，地尊不可得，乃取欺於亡國，是謀臣之拙也
3.5,53,且夫趙當亡不亡，秦當伯不伯，天下固量秦之謀臣一矣
3.5,54,乃復悉卒乃攻邯鄲，不能拔也，棄甲兵怒，戰慄而却，天下固量秦力二矣
3.5,55,軍乃引退，幷於李下，大王又幷軍而致與戰，非能厚勝之也，又交罷却，天下固量秦力三矣
3.5,56,內者量吾謀臣，外者極吾兵力
3.5,57,由是觀之，臣以天下之從，豈其難矣
3.5,58,內者吾甲兵頓，士民病，蓄積索，田疇荒，囷倉虛
3.5,59,外者天下比志甚固
3.5,60,願大王有以慮之也
3.5,61, 且臣聞之，戰戰慄慄，日慎一日
3.5,62,苟慎其道，天下可有也
3.5,63,何以知其然也
3.5,64,昔者紂爲天子，帥天下將甲百萬，左飲於淇谷，右飲於洹水，淇水竭而洹水不流，以與周武爲難
3.5,65,武王將素甲三千領，戰一日，破紂之國，禽其身，據其地，而有其民，天下莫不傷
3.5,66,智伯帥三國之衆，以攻趙襄主於晉陽，决水灌之，三年，城且拔矣
3.5,67,襄主錯龜，數策占兆，以視利害，何國可降，而使張孟談
3.5,68,於是潛行而出，反智伯之約，得兩國之衆，以攻智伯之國，禽其身，以成襄子之功
3.5,69,今秦地斷長續短，方數千里，名師數百萬，秦國號令賞罰，地形利害，天下莫如也
3.5,70,以此與天下，天下可兼而有也
3.5,71, 臣昧死望見大王，言所以舉破天下之從，舉趙亡韓，臣荆魏，親齊燕，以成伯王之名，朝四隣諸侯之道
3.5,72,大王試聽其說，一舉而天下之從不破，趙不舉，韓不亡，荆魏不臣，齊燕不親，伯王之名不成，四隣諸侯不朝，大王斬臣以徇於國，以主爲謀不忠者
3.6,0,張儀欲假秦兵以救魏
3.6,1,左成謂甘茂曰：子不予之
3.6,2,魏不反秦兵，張子不反秦
3.6,3,魏若反秦兵，張子得志於魏，不敢反於秦矣
3.6,4,張子不去秦，張子必高子
3.7,0,司馬錯與張儀爭論於秦惠王前
3.7,1,司馬錯欲伐蜀，張儀曰：不如伐韓
3.7,2,王曰：請聞其說
3.7,3,對曰：親魏善楚，下兵三川，塞轘轅緱氏之口，當屯留之道，魏絕南陽，楚臨南鄭，秦攻新城宜陽，以臨二周之郊，誅周主之罪，侵楚魏之地
3.7,4,周自知不救，九鼎寶器必出
3.7,5,據九鼎，桉圖籍，挾天子以令天下，天下莫敢不聽，此王業也
3.7,6,今夫蜀，西辟之國，而戎狄之長也，弊兵勞衆不足以成名，得其地不足以爲利
3.7,7,臣聞：爭名者於朝，爭利者於市
3.7,8,今三川周室，天下之市朝也，而王不爭焉，顧爭於戎狄，去王業遠矣
3.7,9,司馬錯曰：不然
3.7,10,臣聞之，欲富國者，務廣其地
3.7,11,欲強兵者，務富其民
3.7,12,欲王者，務博其德
3.7,13,三資者備，而王隨之矣
3.7,14,今王之地小民貧，故臣願從事於易
3.7,15,夫蜀，西辟之國也，而戎狄之長也，而有桀紂之亂
3.7,16,以秦攻之，譬如使豺狼逐羣羊也
3.7,17,取其地，足以廣國也
3.7,18,得其財，足以富民
3.7,19,繕兵不傷衆，而彼已服矣
3.7,20,故拔一國，而天下不以爲暴
3.7,21,利盡西海，諸侯不以爲貪
3.7,22,是我一舉而名實兩附，而又有禁暴正亂之名
3.7,23,今攻韓劫天子，劫天子，惡名也，而未必利也，又有不義之名，而攻天下之所不欲，危
3.7,24,臣請謁其故：周，天下之宗室也
3.7,25,齊，韓周之與國也
3.7,26,周自知失九鼎，韓自知亡三川，則必將二國幷力合謀，以因于齊趙，而求解乎楚魏
3.7,27,以鼎與楚，以地與魏，王不能禁
3.7,28,此臣所謂危，不如伐蜀之完也
3.7,29,惠王曰：善
3.7,30,寡人聽子
3.7,31,卒起兵伐蜀，十月取之，遂定蜀
3.7,32,蜀主更號爲侯，而使陳莊相蜀
3.7,33,蜀既屬，秦益強富厚，輕諸侯
3.8,0,張儀之殘樗里疾也，重而使之楚
3.8,1,因令楚王爲之請相於秦
3.8,2,張子謂秦王曰：重樗里疾而使之者，將以爲國交也
3.8,3,今身在楚，楚王因爲請相於秦
3.8,4,臣聞其言曰：王欲窮儀於秦乎
3.8,5,臣請助王
3.8,6,楚王以爲然，故爲請相也
3.8,7,今王誠聽之，彼必以國事楚王
3.8,8,秦王大怒，樗里疾出走
3.9,0,張儀欲以漢中與楚，請秦王曰：有漢中，蠹
3.9,1,種樹不處者，人必害之
3.9,2,家有不宜之財，則傷本
3.9,3,漢中南邊爲楚利，此國累也
3.9,4,甘茂謂王曰：地大者，固多憂乎
3.9,5,天下有變，王割漢中以爲和楚，楚必畔天下而與王
3.9,6,王今以漢中與楚，即天下有變，王何以市楚也
3.10,0,楚攻魏
3.10,1,張儀謂秦王曰：不如與魏以勁之，魏戰勝，復聽於秦，必入西河之外
3.10,2,不勝，魏不能守，王必取之
3.10,3,王用儀言，取皮氏卒萬人，車百乘，以與魏
3.10,4,犀首戰勝威王，魏兵罷弊，恐畏秦，果獻西河之外
3.11,0,田莘之爲陳軫說秦惠王曰：臣恐王之如郭君
3.11,1,夫晉獻公欲伐郭，而憚舟之僑存
3.11,2,荀息曰：周書有言，美女破舌
3.11,3,乃遺之女樂，以亂其政
3.11,4,舟之僑諫而不聽，遂去
3.11,5,因而伐郭，遂破之
3.11,6,又欲伐虞，而憚宮之奇存
3.11,7,荀息曰：周書有言，美男破老
3.11,8,乃遺之美男，教之惡宮之奇
3.11,9,宮之奇以諫而不聽，遂亡
3.11,10,因而伐虞，遂取之
3.11,11,今秦自以爲王，能害王者之國者，楚也
3.11,12,楚智橫君之善用兵，用兵與陳軫之智，故驕張儀以五國
3.11,13,來，必惡是二人
3.11,14,願王勿聽也
3.11,15,張儀果來辭，因言軫也，王怒而不聽
3.12,0,張儀又惡陳軫於秦王，曰：軫馳楚秦之間，今楚不加善秦而善軫，然則是軫自爲而不爲國也
3.12,1,且軫欲去秦而之楚，王何不聽乎
3.12,2,王謂陳軫曰：吾聞子欲去秦而之楚，信乎
3.12,3,陳軫曰：然
3.12,4,王曰：儀之言果信也
3.12,5,曰：非獨儀知之也，行道之人皆知之
3.12,6,曰：孝己愛其親，天下欲以爲子
3.12,7,子胥忠乎其君，天下欲以爲臣
3.12,8,賣僕妾售乎閭巷者，良僕妾也
3.12,9,出婦嫁鄉曲者，良婦也
3.12,10,吾不忠於君，楚亦何以軫爲忠乎
3.12,11,忠且見棄，吾不之楚，何適乎
3.12,12,秦王曰：善
3.12,13,乃必之也
3.13,0,陳軫去楚之秦
3.13,1,張儀謂秦王曰：陳軫爲王臣，常以國情輸楚
3.13,2,儀不能與從事，願王逐之
3.13,3,即復之楚，願王殺之
3.13,4,王曰：軫安敢之楚也
3.13,5,王召陳軫告之曰：吾能聽子言，子欲何之
3.13,6,請爲子車約
3.13,7,對曰：臣願之楚
3.13,8,王曰：儀以子爲之楚，吾又自知子之楚
3.13,9,子非楚，且安之也
3.13,10,軫曰：臣出，必故之楚，以順王與儀之策，而明臣之楚與不也
3.13,11,楚人有兩妻者，人誂其長者，詈之
3.13,12,誂其少者，少者許之
3.13,13,居無幾何，有兩妻者死
3.13,14,客謂誂者曰：汝取長者乎
3.13,15,少者乎
3.13,16,取長者
3.13,17,客曰：長者詈汝，少者和汝，汝何爲取長者
3.13,18,曰：居彼人之所，則欲其許我也
3.13,19,今爲我妻，則欲其爲我詈人也
3.13,20,今楚王明主也，而昭陽賢相也
3.13,21,軫爲人臣，而常以國輸楚王，王必不留臣，昭陽將不與臣從事矣
3.13,22,以此明臣之楚與不
3.13,23,軫出，張儀入，問王曰：陳軫果安之
3.13,24,王曰：夫軫天下之辯士也，孰視寡人曰：軫必之楚
3.13,25,寡人遂無柰何也
3.13,26,寡人因問曰：子必之楚也，則儀之言果信矣
3.13,27,軫曰：非獨儀之言也，行道之人皆知之
3.13,28,昔者子胥忠其君，天下皆欲以爲臣
3.13,29,孝己愛其親，天下皆欲以爲子
3.13,30,故賣僕妾不出里巷而取者，良僕妾也
3.13,31,出婦嫁於鄉里者，善婦也
3.13,32,臣不忠於王，楚何以軫爲
3.13,33,忠尚見棄，軫不之楚，而何之乎
3.13,34,王以爲然，遂善待之
4.1,0,齊助楚攻秦，取曲沃
4.1,1,其後，秦欲伐齊，齊楚之交善，惠王患之，謂張儀曰：吾欲伐齊，齊楚方懽，子爲寡人慮之，柰何
4.1,2,張儀曰：王其爲臣約車幷幣，臣請試之
4.1,3,張儀南見楚王曰：弊邑之王所說甚者，無大大王
4.1,4,唯儀之所甚願爲臣者，亦無大大王
4.1,5,弊邑之王所甚憎者，亦無先齊王
4.1,6,唯儀之甚憎者，亦無大齊王
4.1,7,今齊王之罪，其於弊邑之王甚厚，弊邑欲伐之，而大國與之懽，是以弊邑之王不得事令，而儀不得爲臣也
4.1,8,大王苟能閉關絕齊，臣請使秦王獻商於之地，方六百里
4.1,9,若此，齊必弱，齊弱則必爲王役矣
4.1,10,則是北弱齊，西德於秦，而私商於之地以爲利也，則此一計而三利俱至
4.1,11,楚王大說，宣言之於朝廷，曰：不穀得商於之田，方六百里
4.1,12,羣臣聞見者畢賀，陳軫後見，獨不賀
4.1,13,楚王曰：不穀不煩一兵，不傷一人，而得商於之地六百里，寡人自以爲智矣
4.1,14,諸士大夫皆賀，子獨不賀，何也
4.1,15,陳軫對曰：臣見商於之地不可得，而患必至也，故不敢妄賀
4.1,16,王曰：何也
4.1,17,對曰：夫秦所以重王者，以王有齊也
4.1,18,今地未可得而齊先絕，是楚孤也，秦又何重孤國
4.1,19,且先出地絕齊，秦計必弗爲也
4.1,20,先絕齊後責地，且必受欺於張儀
4.1,21,受欺於張儀，王必惋之
4.1,22,是西生秦患，北絕齊交，則兩國兵必至矣
4.1,23,楚王不聽，曰：吾事善矣
4.1,24,子其弭口無言，以待吾事
4.1,25,楚王使人絕齊，使者未來，又重絕之
4.1,26,張儀反，秦使人使齊，齊秦之交陰合
4.1,27,楚因使一將軍受地於秦
4.1,28,張儀至，稱病不朝
4.1,29,楚王曰：張子以寡人不絕齊乎
4.1,30,乃使勇士往詈齊王
4.1,31,張儀知楚絕齊也，乃出見使者曰：從某至某，廣從六里
4.1,32,使者曰：臣聞六百里，不聞六里
4.1,33,儀曰：儀固以小人，安得六百里
4.1,34,使者反報楚王，楚王大怒，欲興師伐秦
4.1,35,陳軫曰：臣可以言乎
4.1,36,王曰：可矣
4.1,37,軫曰：伐秦非計也，王不如因而賂之一名都，與之伐齊，是我亡於秦而取償於齊也
4.1,38,楚國不尚全事
4.1,39,王今已絕齊，而責欺於秦，是吾合齊秦之交也，固必大傷
4.1,40,楚王不聽，遂舉兵伐秦
4.1,41,秦與齊合，韓氏從之
4.1,42,楚兵大敗於杜陵
4.1,43,故楚之土壤士民非削弱，僅以救亡者，計失於陳軫，過聽於張儀
4.2,0,楚絕齊，齊舉兵伐楚
4.2,1,陳軫謂楚王曰：王不如以地東解於齊，西講於秦
4.2,2,楚王使陳軫之秦，秦王謂軫曰：子秦人也，寡人與子故也，寡人不佞，不能親國事也，故子棄寡人事楚王
4.2,3,今齊楚相伐，或謂救之便，或謂救之不便，子獨不可以忠爲子主計，以其餘爲寡人乎
4.2,4,陳軫曰：王獨不聞吳人之遊楚者乎
4.2,5,楚王甚愛之，病，故使人問之，曰：誠病乎
4.2,6,意亦思乎
4.2,7,左右曰：臣不知其思與不思，誠思則將吳吟
4.2,8,今軫將爲王吳吟
4.2,9,王不聞夫管與之說乎
4.2,10,有兩虎諍人而鬭者，管莊子將刺之，管與止之曰：虎者，戾蟲
4.2,11,人者，甘餌也
4.2,12,今兩虎諍人而鬭，小者必死，大者必傷
4.2,13,子待傷虎而刺之，則是一舉而兼兩虎也
4.2,14,無刺一虎之勞，而有刺兩虎之名
4.2,15,齊楚今戰，戰必敗
4.2,16,敗，王起兵救之，有救齊之利，而無伐楚之害
4.2,17,計聽知覆逆者，唯王可也
4.2,18,計者，事之本也
4.2,19,聽者，存亡之機
4.2,20,計失而聽過，能有國者寡也
4.2,21,故曰：計有一二者難悖也，聽無失本末者難惑
4.3,0,秦惠王死，公孫衍欲窮張儀
4.3,1,李讎謂公孫衍曰：不如召甘茂於魏，召公孫顯於韓，起樗里子於國
4.3,2,三人者，皆張儀之讎也，公用之，則諸侯必見張儀之無秦矣
4.4,0,義渠君之魏，公孫衍謂義渠君曰：道遠，臣不得復過矣，請謁事情
4.4,1,義渠君曰：願聞之
4.4,2,對曰：中國無事於秦，則秦且燒焫獲君之國
4.4,3,中國爲有事於秦，則秦且輕使重幣，而事君之國也
4.4,4,義渠君曰：謹聞令
4.4,5,居無幾何，五國伐秦
4.4,6,陳軫謂秦王曰：義渠君者，蠻夷之賢君，王不如賂之以撫其心
4.4,7,秦王曰：善
4.4,8,因以文繡千匹，好女百人，遺義渠君
4.4,9,義渠君致羣臣而謀曰：此乃公孫衍之所謂也
4.4,10,因起兵襲秦，大敗秦人於李帛之下
4.5,0,醫扁鵲見秦武王，武王示之病，扁鵲請除
4.5,1,左右曰：君之病，在耳之前，目之下，除之未必已也，將使耳不聰，目不明
4.5,2,君以告扁鵲
4.5,3,扁鵲怒而投其石：君與知之者謀之，而與不知者敗之
4.5,4,使此知秦國之政也，則君一舉而亡國矣
4.6,0,秦武王謂甘茂曰：寡人欲車通三川，以闚周室，而寡人死不杇乎
4.6,1,甘茂對曰：請之魏，約伐韓
4.6,2,王令向壽輔行
4.6,3,甘茂至魏，謂向壽：子歸告王曰：魏聽臣矣，然願王勿攻也
4.6,4,事成，盡以爲子功
4.6,5,向壽歸以告王，王迎甘茂於息壤
4.6,6,甘茂至，王問其故
4.6,7,對曰：宜陽，大縣也，上黨南陽積之久矣，名爲縣，其實郡也
4.6,8,今王倍數險，行千里而攻之，難矣
4.6,9,臣聞張儀西并巴蜀之地，北取西河之外，南取上庸，天下不以爲多張儀而賢先王
4.6,10,魏文侯令樂羊將，攻中山，三年而拔之，樂羊反而語功，文侯示之謗書一篋，樂羊再拜稽首曰：此非臣之功，主君之力也
4.6,11,今臣覉旅之臣也，樗里疾公孫衍二人者，挾韓而議，王必聽之，是王欺魏，而臣受公仲侈之怨也
4.6,12,昔者曾子處費，費人有與曾子同名族者而殺人，人告曾子母曰：曾參殺人
4.6,13,曾子之母曰：吾子不殺人
4.6,14,織自若
4.6,15,有頃焉，人又曰：曾參殺人
4.6,16,其母尚織自若也
4.6,17,頃之，一人又告之曰：曾參殺人
4.6,18,其母懼，投杼踰牆而走
4.6,19,夫以曾參之賢，與母之信也，而三人疑之，則慈母不能信也
4.6,20,今臣之賢不及曾子，而王之信臣又未若曾子之母也，疑臣者不適三人，臣恐王爲臣之投杼也
4.6,21,王曰：寡人不聽也，請與子盟
4.6,22,於是與之盟於息壤
4.6,23,果攻宜陽，五月而不能拔也
4.6,24,樗里疾公孫衍二人在，爭之王，王將聽之，召甘茂而告之
4.6,25,甘茂對曰：息壤在彼
4.6,26,王曰：有之
4.6,27,因悉起兵，復使甘茂攻之，遂拔宜陽
4.7,0,宜陽之役，馮章謂秦王曰：不拔宜陽，韓楚乘吾弊，國必危矣
4.7,1,不如許楚漢中以懽之
4.7,2,楚懽而不進，韓必孤，無奈秦何矣
4.7,3,王曰：善
4.7,4,果使馮章許楚漢中，而拔宜陽
4.7,5,楚王以其言責漢中於馮章，馮章謂秦王曰：王遂亡臣，固謂楚王曰：寡人固無地而許楚王
4.8,0,甘茂攻宜陽，三鼓之而卒不上
4.8,1,秦之右將有尉對曰：公不論兵，必大困
4.8,2,甘茂曰：我覉旅而得相秦者，我以宜陽餌王
4.8,3,今攻宜陽而不拔，公孫衍樗里疾挫我於內，而公中以韓窮我於外，是無伐之日已
4.8,4,請明日鼓之而不可下，因以宜陽之郭爲墓
4.8,5,於是出私金以益公賞
4.8,6,明日鼓之，宜陽拔
4.9,0,宜陽未得，秦死傷者衆，甘茂欲息兵
